State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Potential Pests
Tamil Nadu,DHARMAPURI,2003,Whole Year,Sweet potato,1,14,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Tapioca,16274,330953,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Tomato,2640,34843,"Damping off, leaf spot and canker"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Turmeric,1659,4114,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2003,Whole Year,Water Melon,8,0,"Downy mildew, powdery mildew and Anthracnose"
Tamil Nadu,DHARMAPURI,2004,Kharif,Arhar/Tur,2488,1714,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2004,Kharif,Bajra,1807,2046,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2004,Kharif,Castor seed,149,51,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2004,Kharif,Cotton(lint),7260,10699,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2004,Kharif,Groundnut,15211,24621,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2004,Kharif,Horse-gram,13752,4490,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2004,Kharif,Jowar,21473,24999,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2004,Kharif,Maize,202,223,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2004,Kharif,Moong(Green Gram),1080,472,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2004,Kharif,Other Kharif pulses,6809,1422,"Blight, wilt and root rot"
Tamil Nadu,DHARMAPURI,2004,Kharif,Ragi,17798,25796,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2004,Kharif,Rice,13915,38568,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2004,Kharif,Sesamum,363,163,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2004,Kharif,Small millets,21591,18699,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,2004,Kharif,Sunflower,600,306,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2004,Kharif,Urad,1706,1180,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2004,Rabi,Gram,756,110,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2004,Rabi,Rapeseed &Mustard,5,1,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Arecanut,308,393,"Die back disease, bud rot and fruit rot"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Banana,468,19879,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Cashewnut,1,,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Coconut,9131,114800,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Coriander,539,234,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,2004,Whole Year,Dry chillies,742,480,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Onion,141,1364,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Sugarcane,9819,783163,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Sweet potato,5,76,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Tapioca,22029,1095224,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,2004,Whole Year,Turmeric,2522,7914,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2005,Kharif,Arhar/Tur,1465,806,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2005,Kharif,Bajra,1080,1391,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2005,Kharif,Castor seed,162,56,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2005,Kharif,Cotton(lint),6580,11325,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2005,Kharif,Groundnut,17405,32380,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2005,Kharif,Horse-gram,14703,7650,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2005,Kharif,Jowar,12470,11527,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2005,Kharif,Maize,192,,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2005,Kharif,Moong(Green Gram),279,110,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2005,Kharif,Other Kharif pulses,6676,3339,"Blight, wilt and root rot"
Tamil Nadu,DHARMAPURI,2005,Kharif,Ragi,20532,29554,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2005,Kharif,Rice,29023,85390,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2005,Kharif,Sesamum,167,52,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2005,Kharif,Small millets,13231,10604,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,2005,Kharif,Sunflower,357,208,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2005,Kharif,Urad,991,693,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2005,Rabi,Gram,24,4,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2005,Rabi,Rapeseed &Mustard,15,4,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Arecanut,308,471,"Die back disease, bud rot and fruit rot"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Banana,628,30838,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Cashewnut,1,,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Coconut,9131,1686,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Coriander,338,103,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,2005,Whole Year,Dry chillies,311,202,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Onion,155,1242,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Sugarcane,14600,1261820,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Sweet potato,200,4171,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Tapioca,24067,962448,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Tobacco,24,26,"Black shank, damping off and nematode attack"
Tamil Nadu,DHARMAPURI,2005,Whole Year,Turmeric,3073,7446,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2006,Kharif,Rice,21062,76072,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2006,Kharif,Small millets,12101,15325,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Arecanut,337,1018,"Die back disease, bud rot and fruit rot"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Arhar/Tur,1412,1313,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Bajra,912,1572,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Banana,1141,61139,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Cashewnut,1,1,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Castor seed,194,67,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Coconut,9781,2096,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Coriander,329,107,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,2006,Whole Year,Cotton(lint),5260,13315,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2006,Whole Year,Dry chillies,556,387,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Garlic,1,6,"Damping off, purple blotch and leaf blight"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Gram,460,63,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Groundnut,14164,27546,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Horse-gram,10180,9213,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Jowar,14114,25318,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Maize,258,1308,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Moong(Green Gram),357,200,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Onion,188,1641,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Ragi,18232,37470,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Rapeseed &Mustard,28,7,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Sesamum,205,46,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Sugarcane,19331,2015895,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Sunflower,799,1677,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Sweet potato,8,134,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Tapioca,29091,932824,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Tobacco,26,28,"Black shank, damping off and nematode attack"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Turmeric,3690,14769,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2006,Whole Year,Urad,1465,1243,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2007,Kharif,Rice,18801,70395,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2007,Kharif,Small millets,12015,14039,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Arecanut,336,903,"Die back disease, bud rot and fruit rot"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Arhar/Tur,1179,1247,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Bajra,871,1395,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Banana,1313,62684,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Black pepper,1,,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Cashewnut,7,4,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Castor seed,77,26,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Coconut,8696,1651,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Coriander,257,99,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,2007,Whole Year,Cotton(lint),4888,10797,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2007,Whole Year,Dry chillies,547,277,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Gram,270,39,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Groundnut,13910,31745,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Horse-gram,8095,5640,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Jowar,17170,22624,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Maize,307,1540,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Moong(Green Gram),297,211,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Onion,122,1175,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Potato,1,17,"Late blight, common scab, bacterial wilt and canker"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Ragi,17039,37993,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Rapeseed &Mustard,11,3,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Sesamum,243,62,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Small millets,12015,14039,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Sugarcane,17294,1863117,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Sunflower,1784,2310,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Sweet potato,324,4423,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Tapioca,26585,1215185,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Tobacco,31,34,"Black shank, damping off and nematode attack"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Turmeric,3377,10296,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2007,Whole Year,Urad,1428,371,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2008,Kharif,Rice,20368,77727,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2008,Kharif,Small millets,10523,8283,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Arecanut,367,855,"Die back disease, bud rot and fruit rot"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Arhar/Tur,1296,828,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Bajra,561,2186,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Banana,1432,64011,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Cashewnut,1,1,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Castor seed,70,24,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Coconut,7891,1400000,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Coriander,344,117,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,2008,Whole Year,Cotton(lint),6087,12847,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2008,Whole Year,Dry chillies,501,247,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Gram,244,36,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Groundnut,11200,26713,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Horse-gram,6701,4826,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Jowar,17383,19423,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Maize,403,2129,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Moong(Green Gram),538,122,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Onion,116,1097,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Ragi,14846,32692,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Rapeseed &Mustard,9,2,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Sesamum,372,174,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Small millets,10523,8283,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Sugarcane,16951,1599886,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Sunflower,1373,1254,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Sweet potato,61,811,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Tapioca,23189,668794,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Tobacco,34,37,"Black shank, damping off and nematode attack"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Turmeric,5021,19012,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2008,Whole Year,Urad,1718,541,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2009,Kharif,Rice,20310,79675,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2009,Kharif,Small millets,11444,9624,"Downy mildew, smut disease and foot rot"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Arecanut,213,488,"Die back disease, bud rot and fruit rot"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Arhar/Tur,1437,883,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Bajra,867,673,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Banana,884,38009,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Black pepper,1,,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Castor seed,88,30,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Coconut,6926,149400,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Coriander,48,19,"Powdery mildew, wilt and stem gall "
Tamil Nadu,DHARMAPURI,2009,Whole Year,Cotton(lint),8015,14880,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2009,Whole Year,Dry chillies,611,326,"Damping off, die back and Anthracnose"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Garlic,1,3,"Damping off, purple blotch and leaf blight"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Gram,366,171,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Groundnut,11231,20328,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Horse-gram,8630,4160,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Jowar,11605,13198,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Maize,480,2372,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Moong(Green Gram),552,190,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Onion,162,1580,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Ragi,16383,31912,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Sesamum,410,177,"Phyllody, dry root rot and blight"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Sugarcane,18642,1357964,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Sunflower,1426,2325,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Sweet potato,377,5365,"Root rot, wilt and mold rot"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Tapioca,22779,661723,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Tobacco,37,37,"Black shank, damping off and nematode attack"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Turmeric,5159,21637,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,DHARMAPURI,2009,Whole Year,Urad,2151,818,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2010,Kharif,Arhar/Tur,1954,1679,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2010,Kharif,Castor seed,287,49,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2010,Kharif,Cotton(lint),7444,19187,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2010,Kharif,Groundnut,9746,19768,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2010,Kharif,Horse-gram,8136,5311,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,DHARMAPURI,2010,Kharif,Maize,645,2519,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2010,Kharif,Moong(Green Gram),694,435,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,DHARMAPURI,2010,Kharif,Ragi,12508,21620,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2010,Kharif,Rice,22862,93207,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2010,Kharif,Sunflower,763,1005,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,DHARMAPURI,2010,Kharif,Urad,2274,1244,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,DHARMAPURI,2010,Rabi,Gram,425,199,"Wilt, black rust and mould"
Tamil Nadu,DHARMAPURI,2010,Whole Year,Sugarcane,18351,1611784,"Red rot, wilt and grassy shoot"
Tamil Nadu,DHARMAPURI,2011,Kharif,Bajra,1241,2743,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2011,Kharif,Cotton(lint),8738,28121,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2011,Kharif,Groundnut,13092,43416,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2011,Kharif,Jowar,8957,12057,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2011,Kharif,Maize,3615,20541,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2011,Kharif,Ragi,13641,40258,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2011,Kharif,Rice,27067,128226,"Rice blast, brown spot and leaf blight"
Tamil Nadu,DHARMAPURI,2011,Rabi,Bajra,274,801,"Blight, leaf spot and rust"
Tamil Nadu,DHARMAPURI,2011,Rabi,Cotton(lint),2290,6301,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,DHARMAPURI,2011,Rabi,Groundnut,3977,11088,"Wilt, root rot and leaf spot"
Tamil Nadu,DHARMAPURI,2011,Rabi,Jowar,243,404,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,DHARMAPURI,2011,Rabi,Maize,28,186,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,DHARMAPURI,2011,Rabi,Ragi,3559,11568,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,DHARMAPURI,2011,Rabi,Rapeseed &Mustard,2,,"Stem rot, stem canker, rust and blight"
Tamil Nadu,DHARMAPURI,2011,Whole Year,Arecanut,402,1585,"Die back disease, bud rot and fruit rot"
Tamil Nadu,DHARMAPURI,2011,Whole Year,Arhar/Tur,4282,3731,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,DHARMAPURI,2011,Whole Year,Banana,838,36616,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,DHARMAPURI,2011,Whole Year,Black pepper,5,1,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,DHARMAPURI,2011,Whole Year,Castor seed,676,98,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,DHARMAPURI,2011,Whole Year,Coconut,7836,124100000,"Leaf spot, Anthracnose and bitten leaf"
