State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Potential Pests
Tamil Nadu,SALEM,2008,Whole Year,Arecanut,1843,4374,"Die back disease, bud rot and fruit rot"
Tamil Nadu,SALEM,2008,Whole Year,Arhar/Tur,834,467,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SALEM,2008,Whole Year,Bajra,875,1744,"Blight, leaf spot and rust"
Tamil Nadu,SALEM,2008,Whole Year,Banana,3630,161363,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SALEM,2008,Whole Year,Black pepper,53,10,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,SALEM,2008,Whole Year,Cardamom,27,2,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,SALEM,2008,Whole Year,Cashewnut,22,11,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SALEM,2008,Whole Year,Castor seed,745,224,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SALEM,2008,Whole Year,Coconut,13895,2228000,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SALEM,2008,Whole Year,Coriander,47,16,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SALEM,2008,Whole Year,Cotton(lint),14036,34474,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SALEM,2008,Whole Year,Dry chillies,1276,642,"Damping off, die back and Anthracnose"
Tamil Nadu,SALEM,2008,Whole Year,Dry ginger,1,20,"Dry rot and nematode disease"
Tamil Nadu,SALEM,2008,Whole Year,Gram,52,24,"Wilt, black rust and mould"
Tamil Nadu,SALEM,2008,Whole Year,Groundnut,25547,38250,"Wilt, root rot and leaf spot"
Tamil Nadu,SALEM,2008,Whole Year,Horse-gram,2450,1153,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SALEM,2008,Whole Year,Jowar,13724,12659,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SALEM,2008,Whole Year,Maize,33410,96374,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SALEM,2008,Whole Year,Moong(Green Gram),2686,1496,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SALEM,2008,Whole Year,Onion,390,3687,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SALEM,2008,Whole Year,Potato,1,18,"Late blight, common scab, bacterial wilt and canker"
Tamil Nadu,SALEM,2008,Whole Year,Ragi,9000,18412,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SALEM,2008,Whole Year,Rapeseed &Mustard,10,2,"Stem rot, stem canker, rust and blight"
Tamil Nadu,SALEM,2008,Whole Year,Sesamum,3016,2177,"Phyllody, dry root rot and blight"
Tamil Nadu,SALEM,2008,Whole Year,Small millets,1762,1231,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SALEM,2008,Whole Year,Sugarcane,11453,1065278,"Red rot, wilt and grassy shoot"
Tamil Nadu,SALEM,2008,Whole Year,Sunflower,1074,1433,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SALEM,2008,Whole Year,Sweet potato,38,464,"Root rot, wilt and mold rot"
Tamil Nadu,SALEM,2008,Whole Year,Tapioca,25891,839930,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SALEM,2008,Whole Year,Tobacco,218,229,"Black shank, damping off and nematode attack"
Tamil Nadu,SALEM,2008,Whole Year,Turmeric,5920,46055,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,SALEM,2008,Whole Year,Urad,2689,846,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SALEM,2009,Kharif,Rice,24382,106464,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SALEM,2009,Kharif,Small millets,1815,1473,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SALEM,2009,Whole Year,Arecanut,1785,4334,"Die back disease, bud rot and fruit rot"
Tamil Nadu,SALEM,2009,Whole Year,Arhar/Tur,1169,642,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SALEM,2009,Whole Year,Bajra,1223,1380,"Blight, leaf spot and rust"
Tamil Nadu,SALEM,2009,Whole Year,Banana,3368,144811,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SALEM,2009,Whole Year,Black pepper,71,13,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,SALEM,2009,Whole Year,Cardamom,21,1,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,SALEM,2009,Whole Year,Cashewnut,21,11,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SALEM,2009,Whole Year,Castor seed,655,197,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SALEM,2009,Whole Year,Coconut,14312,209200,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SALEM,2009,Whole Year,Coriander,46,18,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SALEM,2009,Whole Year,Cotton(lint),13593,26834,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SALEM,2009,Whole Year,Dry chillies,1089,836,"Damping off, die back and Anthracnose"
Tamil Nadu,SALEM,2009,Whole Year,Gram,156,72,"Wilt, black rust and mould"
Tamil Nadu,SALEM,2009,Whole Year,Groundnut,21939,33769,"Wilt, root rot and leaf spot"
Tamil Nadu,SALEM,2009,Whole Year,Horse-gram,3128,2127,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SALEM,2009,Whole Year,Jowar,19613,13684,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SALEM,2009,Whole Year,Maize,24632,121754,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SALEM,2009,Whole Year,Moong(Green Gram),4288,2363,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SALEM,2009,Whole Year,Onion,537,5237,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SALEM,2009,Whole Year,Ragi,7110,12290,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SALEM,2009,Whole Year,Rapeseed &Mustard,12,3,"Stem rot, stem canker, rust and blight"
Tamil Nadu,SALEM,2009,Whole Year,Sesamum,3529,2486,"Phyllody, dry root rot and blight"
Tamil Nadu,SALEM,2009,Whole Year,Sugarcane,11296,930663,"Red rot, wilt and grassy shoot"
Tamil Nadu,SALEM,2009,Whole Year,Sunflower,187,441,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SALEM,2009,Whole Year,Sweet potato,15,219,"Root rot, wilt and mold rot"
Tamil Nadu,SALEM,2009,Whole Year,Tapioca,23057,749227,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SALEM,2009,Whole Year,Tobacco,331,348,"Black shank, damping off and nematode attack"
Tamil Nadu,SALEM,2009,Whole Year,Turmeric,7439,33510,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,SALEM,2009,Whole Year,Urad,3343,1271,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SALEM,2010,Kharif,Arhar/Tur,2312,2123,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SALEM,2010,Kharif,Castor seed,899,189,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SALEM,2010,Kharif,Cotton(lint),14322,35674,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SALEM,2010,Kharif,Groundnut,21900,48011,"Wilt, root rot and leaf spot"
Tamil Nadu,SALEM,2010,Kharif,Horse-gram,3084,1914,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SALEM,2010,Kharif,Maize,24143,122867,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SALEM,2010,Kharif,Moong(Green Gram),12194,11140,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SALEM,2010,Kharif,Ragi,8142,22054,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SALEM,2010,Kharif,Rice,33296,147778,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SALEM,2010,Kharif,Sunflower,134,204,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SALEM,2010,Kharif,Urad,6084,3725,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SALEM,2010,Rabi,Gram,100,46,"Wilt, black rust and mould"
Tamil Nadu,SALEM,2010,Whole Year,Sugarcane,12339,1302343,"Red rot, wilt and grassy shoot"
Tamil Nadu,SALEM,2011,Kharif,Bajra,676,827,"Blight, leaf spot and rust"
Tamil Nadu,SALEM,2011,Kharif,Cotton(lint),13332,38756,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SALEM,2011,Kharif,Groundnut,15380,33776,"Wilt, root rot and leaf spot"
Tamil Nadu,SALEM,2011,Kharif,Jowar,10153,9652,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SALEM,2011,Kharif,Maize,21800,115929,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SALEM,2011,Kharif,Ragi,4481,10846,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SALEM,2011,Kharif,Rice,27745,125327,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SALEM,2011,Kharif,Wheat,5,,"Powdery mildew, loose smut and rust"
Tamil Nadu,SALEM,2011,Rabi,Bajra,162,474,"Blight, leaf spot and rust"
Tamil Nadu,SALEM,2011,Rabi,Cotton(lint),3660,9618,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SALEM,2011,Rabi,Groundnut,4393,15331,"Wilt, root rot and leaf spot"
Tamil Nadu,SALEM,2011,Rabi,Jowar,7244,7454,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SALEM,2011,Rabi,Maize,12866,82507,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SALEM,2011,Rabi,Ragi,2695,9660,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SALEM,2011,Rabi,Rapeseed &Mustard,31,8,"Stem rot, stem canker, rust and blight"
Tamil Nadu,SALEM,2011,Rabi,Wheat,1,,"Powdery mildew, loose smut and rust"
Tamil Nadu,SALEM,2011,Whole Year,Arecanut,2422,7076,"Die back disease, bud rot and fruit rot"
Tamil Nadu,SALEM,2011,Whole Year,Arhar/Tur,1451,947,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SALEM,2011,Whole Year,Banana,2374,103949,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SALEM,2011,Whole Year,Black pepper,816,150,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,SALEM,2011,Whole Year,Cardamom,39,3,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,SALEM,2011,Whole Year,Cashewnut,21,6,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SALEM,2011,Whole Year,Castor seed,885,271,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SALEM,2011,Whole Year,Coconut,14590,186100000,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SALEM,2011,Whole Year,Coriander,31,14,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SALEM,2011,Whole Year,Dry chillies,879,566,"Damping off, die back and Anthracnose"
Tamil Nadu,SALEM,2011,Whole Year,Dry ginger,1,11,"Dry rot and nematode disease"
Tamil Nadu,SALEM,2011,Whole Year,Gram,24,17,"Wilt, black rust and mould"
Tamil Nadu,SALEM,2011,Whole Year,Horse-gram,4407,2654,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SALEM,2011,Whole Year,Moong(Green Gram),9154,6688,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SALEM,2011,Whole Year,Onion,1317,14469,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SALEM,2011,Whole Year,Potato,2,36,"Late blight, common scab, bacterial wilt and canker"
Tamil Nadu,SALEM,2011,Whole Year,Small millets,1542,1543,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SALEM,2011,Whole Year,Sugarcane,12218,1222664,"Red rot, wilt and grassy shoot"
Tamil Nadu,SALEM,2011,Whole Year,Sunflower,63,114,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SALEM,2011,Whole Year,Sweet potato,1,20,"Root rot, wilt and mold rot"
Tamil Nadu,SALEM,2011,Whole Year,Tapioca,17084,865062,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SALEM,2011,Whole Year,Tobacco,108,112,"Black shank, damping off and nematode attack"
Tamil Nadu,SALEM,2011,Whole Year,Turmeric,13684,57580,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,SALEM,2011,Whole Year,Urad,4566,2654,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SALEM,2012,Kharif,Arhar/Tur,1245,926,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SALEM,2012,Kharif,Castor seed,1784,232.63,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SALEM,2012,Kharif,Groundnut,17548,33902,"Wilt, root rot and leaf spot"
Tamil Nadu,SALEM,2012,Kharif,Horse-gram,3540,1069,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SALEM,2012,Kharif,Maize,29542,167367,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SALEM,2012,Kharif,Moong(Green Gram),10228,3616,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SALEM,2012,Kharif,Ragi,4856,9628,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SALEM,2012,Kharif,Rice,12929,52953,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SALEM,2012,Kharif,Sunflower,48,99,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SALEM,2012,Kharif,Urad,2536,1141,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SALEM,2012,Rabi,Gram,41,19,"Wilt, black rust and mould"
Tamil Nadu,SALEM,2012,Whole Year,Sugarcane,15485,1321473,"Red rot, wilt and grassy shoot"
Tamil Nadu,SALEM,2013,Kharif,Bajra,723,1423,"Blight, leaf spot and rust"
Tamil Nadu,SALEM,2013,Kharif,Castor seed,856,259,"Wilting of plants, root degeneration, collar rot, drooping of leaves and necrosis"
Tamil Nadu,SALEM,2013,Kharif,Cotton(lint),11737,42720,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SALEM,2013,Kharif,Groundnut,15817,27911,"Wilt, root rot and leaf spot"
Tamil Nadu,SALEM,2013,Kharif,Horse-gram,1233,740,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SALEM,2013,Kharif,Jowar,22181,18701,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SALEM,2013,Kharif,Maize,24805,186613,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SALEM,2013,Kharif,Moong(Green Gram),6936,5720,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SALEM,2013,Kharif,Onion,755,9694,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SALEM,2013,Kharif,Ragi,5869,17995,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SALEM,2013,Kharif,Rice,20148,97052,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SALEM,2013,Kharif,Sunflower,3,5,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SALEM,2013,Kharif,Urad,3248,3071,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SALEM,2013,Rabi,Bajra,54,108,"Blight, leaf spot and rust"
Tamil Nadu,SALEM,2013,Rabi,Cotton(lint),1266,3257,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SALEM,2013,Rabi,Groundnut,3020,9554,"Wilt, root rot and leaf spot"
Tamil Nadu,SALEM,2013,Rabi,Horse-gram,5211,3119,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SALEM,2013,Rabi,Jowar,9472,13247,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SALEM,2013,Rabi,Maize,10845,81733,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SALEM,2013,Rabi,Moong(Green Gram),1137,917,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SALEM,2013,Rabi,Onion,301,2387,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SALEM,2013,Rabi,Ragi,2757,12950,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SALEM,2013,Rabi,Rapeseed &Mustard,17,4,"Stem rot, stem canker, rust and blight"
Tamil Nadu,SALEM,2013,Rabi,Sunflower,22,22,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SALEM,2013,Rabi,Urad,1170,998,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SALEM,2013,Whole Year,Arecanut,2410,2361,"Die back disease, bud rot and fruit rot"
Tamil Nadu,SALEM,2013,Whole Year,Arhar/Tur,2963,2690,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SALEM,2013,Whole Year,Banana,1658,68864,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SALEM,2013,Whole Year,Black pepper,813,150,"Velvet Blight, foot rot and fusarium wilt"
Tamil Nadu,SALEM,2013,Whole Year,Cardamom,35,2,"Mosaic or marble disease, primary nursery leaf spot and capsule rot"
Tamil Nadu,SALEM,2013,Whole Year,Cashewnut,2,1,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SALEM,2013,Whole Year,Coconut,14457,61800000,"Leaf spot, Anthracnose and bitten leaf"
Tamil Nadu,SALEM,2013,Whole Year,Coriander,40,14,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SALEM,2013,Whole Year,Dry chillies,602,364,"Damping off, die back and Anthracnose"
Tamil Nadu,SALEM,2013,Whole Year,Gram,17,11,"Wilt, black rust and mould"
Tamil Nadu,SALEM,2013,Whole Year,Small millets,2220,2524,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SALEM,2013,Whole Year,Sugarcane,12652,1215553,"Red rot, wilt and grassy shoot"
Tamil Nadu,SALEM,2013,Whole Year,Sweet potato,3,63,"Root rot, wilt and mold rot"
Tamil Nadu,SALEM,2013,Whole Year,Tapioca,14419,317727,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SALEM,2013,Whole Year,Tobacco,242,254,"Black shank, damping off and nematode attack"
Tamil Nadu,SALEM,2013,Whole Year,Turmeric,6230,19849,"Rhizome rot, leaf spot and leaf blotch"
Tamil Nadu,SIVAGANGA,1997,Kharif,Banana,284,9941,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,1997,Kharif,Horse-gram,249,130,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,1997,Kharif,Sesamum,223,70,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,1997,Kharif,Small millets,23,10,"Downy mildew, smut disease and foot rot"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Arhar/Tur,460,230,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Bajra,64,70,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Banana,472,22770,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Cashewnut,4407,950,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Coriander,36,10,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SIVAGANGA,1997,Whole Year,Cotton(lint),749,1380,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,1997,Whole Year,Dry chillies,3760,1180,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Groundnut,7638,12070,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Jowar,207,200,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Moong(Green Gram),74,30,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Onion,25,190,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Pulses total,2148,770,"Yellow mosaic virus, blight, leaf spot and powdery mildew"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Ragi,349,740,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Rice,90931,221560,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Sugarcane,4794,3938000,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Sunflower,14,10,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Sweet potato,3,40,"Root rot, wilt and mold rot"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Tapioca,11,410,"Mosaic disease, leaf spot and tuber rot disease"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Total foodgrain,93794,223400,"Black spot, powdery mildew, downy mildew and canker"
Tamil Nadu,SIVAGANGA,1997,Whole Year,Urad,407,190,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,1998,Kharif,Arhar/Tur,808,775,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,1998,Kharif,Bajra,380,903,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,1998,Kharif,Cotton(lint),2657,4735,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,1998,Kharif,Groundnut,8032,10017,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,1998,Kharif,Horse-gram,85,43,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,1998,Kharif,Jowar,444,688,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,1998,Kharif,Maize,74,40,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SIVAGANGA,1998,Kharif,Moong(Green Gram),984,469,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,1998,Kharif,Pulses total,7167,3281,"Yellow mosaic virus, blight, leaf spot and powdery mildew"
Tamil Nadu,SIVAGANGA,1998,Kharif,Ragi,1161,2712,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,1998,Kharif,Rice,88087,302924,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,1998,Kharif,Sesamum,5208,2060,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,1998,Kharif,Sunflower,19,18,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SIVAGANGA,1998,Kharif,Total foodgrain,97417,31062,"Black spot, powdery mildew, downy mildew and canker"
Tamil Nadu,SIVAGANGA,1998,Kharif,Urad,3269,1598,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,1998,Rabi,Gram,16,13,"Wilt, black rust and mould"
Tamil Nadu,SIVAGANGA,1998,Whole Year,Banana,318,15539,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,1998,Whole Year,Cashewnut,5116,1105,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,1998,Whole Year,Coriander,61,15,"Powdery mildew, wilt and stem gall "
Tamil Nadu,SIVAGANGA,1998,Whole Year,Dry chillies,2559,801,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,1998,Whole Year,Onion,213,1660,"Damping off, leaf blot and bacterial blight"
Tamil Nadu,SIVAGANGA,1998,Whole Year,Sugarcane,4390,538790,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,1998,Whole Year,Tobacco,14,21,"Black shank, damping off and nematode attack"
Tamil Nadu,SIVAGANGA,1999,Kharif,Arhar/Tur,1205,817,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,1999,Kharif,Bajra,218,235,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,1999,Kharif,Cotton(lint),853,1911,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,1999,Kharif,Groundnut,9479,15038,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,1999,Kharif,Horse-gram,203,84,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,1999,Kharif,Jowar,1217,1065,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,1999,Kharif,Korra,6,5,"Rust, blast and brown spot"
Tamil Nadu,SIVAGANGA,1999,Kharif,Maize,6,10,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SIVAGANGA,1999,Kharif,Moong(Green Gram),942,512,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,1999,Kharif,Ragi,741,999,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,1999,Kharif,Rice,83771,170503,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,1999,Kharif,Sesamum,524,270,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,1999,Kharif,Sunflower,20,20,"Downy mildew, sunflower necrosis and sunflower mosaic"
Tamil Nadu,SIVAGANGA,1999,Kharif,Urad,2244,1162,"Leaf spot, powdery mildew, rust and yellow mosaic disease"
Tamil Nadu,SIVAGANGA,1999,Kharif,Varagu,2,2,"Head smut, ergot disease and rust"
Tamil Nadu,SIVAGANGA,1999,Whole Year,Banana,284,9941,"Wilt, leaf spot and Anthracnose"
Tamil Nadu,SIVAGANGA,1999,Whole Year,Cashewnut,4860,1001,"Anthracnose, leaf spot and nut spot"
Tamil Nadu,SIVAGANGA,1999,Whole Year,Dry chillies,2570,810,"Damping off, die back and Anthracnose"
Tamil Nadu,SIVAGANGA,1999,Whole Year,Guar seed,5594,48575,"Bacterial blight and root/stem rot"
Tamil Nadu,SIVAGANGA,1999,Whole Year,Sugarcane,5594,499493,"Red rot, wilt and grassy shoot"
Tamil Nadu,SIVAGANGA,2000,Kharif,Arhar/Tur,556,377,"Arhar mosaic virus and foliar vein yellowing"
Tamil Nadu,SIVAGANGA,2000,Kharif,Bajra,74,148,"Blight, leaf spot and rust"
Tamil Nadu,SIVAGANGA,2000,Kharif,Cotton(lint),2736,5201,"Leaf blight, leaf spot and streak virus "
Tamil Nadu,SIVAGANGA,2000,Kharif,Groundnut,10894,18190,"Wilt, root rot and leaf spot"
Tamil Nadu,SIVAGANGA,2000,Kharif,Horse-gram,6,3,"Leaf spot, Anthracnose and root rot"
Tamil Nadu,SIVAGANGA,2000,Kharif,Jowar,623,558,"Head smut,covered kernel smut, long smut and downy mildew"
Tamil Nadu,SIVAGANGA,2000,Kharif,Maize,4,6,"Leaf blot, leaf spot, stalk rot and common rust"
Tamil Nadu,SIVAGANGA,2000,Kharif,Moong(Green Gram),540,252,"Halo blight, tan spot and powdery mildew"
Tamil Nadu,SIVAGANGA,2000,Kharif,Other Kharif pulses,1897,366,"Blight, wilt and root rot"
Tamil Nadu,SIVAGANGA,2000,Kharif,Ragi,796,1195,"Seedling blight, foot rot and leaf spot"
Tamil Nadu,SIVAGANGA,2000,Kharif,Rice,80708,166959,"Rice blast, brown spot and leaf blight"
Tamil Nadu,SIVAGANGA,2000,Kharif,Sesamum,974,477,"Phyllody, dry root rot and blight"
Tamil Nadu,SIVAGANGA,2000,Kharif,Sunflower,13,10,"Downy mildew, sunflower necrosis and sunflower mosaic"
